Timestamp,Distance
20240928102544,205
20240928102545,244
20240928102546,259
20240928102547,266
20240928102548,262
20240928102549,273
20240928102550,234
20240928102551,219
20240928102552,212
20240928102553,216
20240928102554,205
20240928102555,244
20240928102556,259
20240928102557,266
20240928102558,262
20240928102559,273
20240928102600,234
20240928102601,219
20240928102602,212
20240928102603,216
20240928102604,205
20240928102605,244
20240928102606,156
20240928102607,155
20240928102608,262
20240928102609,60
20240928102610,234
20240928102611,219
20240928102612,212
20240928102613,216
20240928102614,205
20240928102615,244
20240928102616,259
20240928102617,266
20240928102618,262
20240928102619,273
20240928102620,234
20240928102621,219
20240928102622,212
20240928102623,216
20240928102624,205
20240928102625,244
20240928102626,259
20240928102627,266
20240928102628,155
20240928102629,273
20240928102630,155
20240928102631,155
20240928102632,212
20240928102633,216
20240928102634,205
20240928102635,155
20240928102636,156
20240928102637,156
20240928102638,262
20240928102639,273
20240928102640,234
20240928102641,219
20240928102642,212
20240928102643,216
20240928102644,205
20240928102645,244
20240928102646,259
20240928102647,266
20240928102648,262
20240928102649,273
20240928102650,234
20240928102651,219
20240928102652,212
20240928102653,216
20240928102654,205
20240928102655,244
20240928102656,259
20240928102657,266
20240928102658,262
20240928102659,273
20240928102700,234
20240928102701,219
20240928102702,212
20240928102703,216
20240928102704,205
20240928102705,244
20240928102706,259
20240928102707,266
20240928102708,262
20240928102709,273
20240928102710,234
20240928102711,219
20240928102712,212
20240928102713,216
20240928102714,205
20240928102715,244
20240928102716,259
20240928102717,266
20240928102718,262
20240928102719,273
20240928102720,234
20240928102721,219
20240928102722,212
20240928102723,216
20240928102724,155
20240928102725,156
20240928102726,155
20240928102727,266
20240928102728,262
20240928102729,156
20240928102730,234
20240928102731,219
20240928102732,212
20240928102733,155
20240928102734,154
20240928102735,244
20240928102736,259
20240928102737,266
20240928102738,262
20240928102739,273
20240928102740,234
20240928102741,219
20240928102742,212
20240928102743,216
20240928102744,205
20240928102745,244
20240928102746,259
20240928102747,266
20240928102748,262
20240928102749,273
20240928102750,234
20240928102751,219
20240928102752,212
20240928102753,216
20240928102754,205
20240928102755,244
20240928102756,259
20240928102757,266
20240928102758,262
20240928102759,273
20240928102800,234
20240928102801,219
20240928102802,212
20240928102803,216
20240928102804,205
20240928102805,244
20240928102806,259
20240928102807,266
20240928102808,262
20240928102809,273
20240928102810,234
20240928102811,219
20240928102812,212
20240928102813,216
20240928102814,205
20240928102815,244
20240928102816,259
20240928102817,266
20240928102818,262
20240928102819,273
20240928102820,234
20240928102821,219
20240928102822,212
20240928102823,216
20240928102824,205
20240928102825,244
20240928102826,259
20240928102827,266
20240928102828,156
20240928102829,273
20240928102830,234
20240928102831,219
20240928102832,212
20240928102833,216
20240928102834,205
20240928102835,244
20240928102836,259
20240928102837,266
20240928102838,262
20240928102839,273
20240928102840,234
20240928102841,219
20240928102842,212
20240928102843,216
20240928102844,205
20240928102845,244
20240928102846,259
20240928102847,266
20240928102848,262
20240928102849,273
20240928102850,234
20240928102851,219
20240928102852,212
20240928102853,216
20240928102854,205
20240928102855,244
20240928102856,259
20240928102857,266
20240928102858,262
20240928102859,273
20240928102900,234
20240928102901,219
20240928102902,212
20240928102903,216
20240928102904,205
20240928102905,244
20240928102906,259
20240928102907,266
20240928102908,262
20240928102909,273
20240928102910,234
20240928102911,219
20240928102912,212
20240928102913,216
20240928102914,205
20240928102915,244
20240928102916,259
20240928102917,266
20240928102918,262
20240928102919,273
20240928102920,234
20240928102921,219
20240928102922,212
20240928102923,216
20240928102924,205
20240928102925,244
20240928102926,155
20240928102927,266
20240928102928,262
20240928102929,273
20240928102930,155
20240928102931,157
20240928102932,155
20240928102933,216
20240928102934,205
20240928102935,244
20240928102936,259
20240928102937,266
20240928102938,206
20240928102939,273
20240928102940,234
20240928102941,155
20240928102942,102
20240928102943,104
20240928102944,155
20240928102945,155
20240928102946,128
20240928102947,266
20240928102948,262
20240928102949,273
20240928102950,234
20240928102951,154
20240928102952,212
20240928102953,155
20240928102954,205
20240928102955,244
20240928102956,259
20240928102957,266
20240928102958,262
20240928102959,273
20240928103000,234
20240928103001,219
20240928103002,212
20240928103003,216
20240928103004,156
20240928103005,244
20240928103006,259
20240928103007,266
20240928103008,262
20240928103009,273
20240928103010,234
20240928103011,219
20240928103012,212
20240928103013,205
20240928103014,205
20240928103015,244
20240928103016,205
20240928103017,266
20240928103018,262
20240928103019,273
20240928103020,206
20240928103021,205
20240928103022,156
20240928103023,216
20240928103024,205
20240928103025,244
20240928103026,259
20240928103027,266
20240928103028,262
20240928103029,273
20240928103030,234
20240928103031,155
20240928103032,212
20240928103033,216
20240928103034,205
20240928103035,244
20240928103036,259
20240928103037,156
20240928103038,262
20240928103039,273
20240928103040,234
20240928103041,219
20240928103042,212
20240928103043,216
20240928103044,205
20240928103045,244
20240928103046,259
20240928103047,266
20240928103048,262
20240928103049,273
20240928103050,234
20240928103051,219
20240928103052,212
20240928103053,216
20240928103054,205
20240928103055,244
20240928103056,155
20240928103057,266
20240928103058,262
20240928103059,273
20240928103100,234
20240928103101,219
20240928103102,212
20240928103103,216
20240928103104,205
20240928103105,157
20240928103106,259
20240928103107,266
20240928103108,262
20240928103109,155
20240928103110,205
20240928103111,205
20240928103112,205
20240928103113,205
20240928103114,206
20240928103115,244
20240928103116,156
20240928103117,155
20240928103118,156
20240928103119,155
20240928103120,234
20240928103121,155
20240928103122,212
20240928103123,216
20240928103124,205
20240928103125,244
20240928103126,259
20240928103127,266
20240928103128,262
20240928103129,204
20240928103130,113
20240928103131,205
20240928103132,205
20240928103133,205
20240928103134,115
20240928103135,244
20240928103136,205
20240928103137,122
20240928103138,112
20240928103139,273
20240928103140,118
20240928103141,121
20240928103142,113
20240928103143,216
20240928103144,112
20240928103145,205
20240928103146,259
20240928103147,266
20240928103148,205
20240928103149,205
20240928103150,234
20240928103151,219
20240928103152,115
20240928103153,206
20240928103154,205
20240928103155,112
20240928103156,205
20240928103157,205
20240928103158,205
20240928103159,273
20240928103200,234
20240928103201,219
20240928103202,212
20240928103203,216
20240928103204,205
20240928103205,244
20240928103206,259
20240928103207,266
20240928103208,262
20240928103209,273
20240928103210,234
20240928103211,205
20240928103212,205
20240928103213,206
20240928103214,205
20240928103215,244
20240928103216,259
20240928103217,266
20240928103218,262
20240928103219,273
20240928103220,234
20240928103221,219
20240928103222,205
20240928103223,216
20240928103224,205
20240928103225,19
20240928103226,259
20240928103227,266
20240928103228,262
20240928103229,273
20240928103230,155
20240928103231,155
20240928103232,155
20240928103233,216
20240928103234,205
20240928103235,244
20240928103236,259
20240928103237,155
20240928103238,155
20240928103239,155
20240928103240,155
20240928103241,219
20240928103242,212
20240928103243,216
20240928103244,205
20240928103245,244
20240928103246,205
20240928103247,206
20240928103248,136
20240928103249,155
20240928103250,154
20240928103251,156
20240928103252,155
20240928103253,191
20240928103254,155
20240928103255,155
20240928103256,205
20240928103257,205
20240928103258,205
20240928103259,205
20240928103300,205
20240928103301,205
20240928103302,205
20240928103303,205
20240928103304,131
20240928103305,205
20240928103306,134
20240928103307,133
20240928103308,205
20240928103309,205
20240928103310,205
20240928103311,205
20240928103312,205
20240928103313,205
20240928103314,205
20240928103315,205
20240928103316,205
20240928103317,204
20240928103318,205
20240928103319,205
20240928103320,205
20240928103321,205
20240928103322,205
20240928103323,205
20240928103324,204
20240928103325,205
20240928103326,204
20240928103327,205
20240928103328,205
20240928103329,205
20240928103330,205
20240928103331,205
20240928103332,205
20240928103333,205
20240928103334,205
20240928103335,205
20240928103336,205
20240928103337,205
20240928103338,205
20240928103339,205
20240928103340,205
20240928103341,205
20240928103342,205
20240928103343,205
20240928103344,205
20240928103345,205
20240928103346,204
20240928103347,205
20240928103348,205
20240928103349,205
20240928103350,205
20240928103351,205
20240928103352,205
20240928103353,205
20240928103354,205
20240928103355,131
20240928103356,205
20240928103357,205
20240928103358,205
20240928103359,205
20240928103400,205
20240928103401,205
20240928103402,205
20240928103403,205
20240928103404,205
20240928103405,205
20240928103406,205
20240928103407,205
20240928103408,205
20240928103409,205
20240928103410,205
20240928103411,205
20240928103412,205
20240928103413,205
20240928103414,131
20240928103415,132
20240928103416,130
20240928103417,205
20240928103418,205
20240928103419,205
20240928103420,205
20240928103421,205
20240928103422,132
20240928103423,132
20240928103424,205
20240928103425,205
20240928103426,205
20240928103427,205
20240928103428,205
20240928103429,205
20240928103430,205
20240928103431,205
20240928103432,205
20240928103433,132
20240928103434,205
20240928103435,205
20240928103436,130
20240928103437,130
20240928103438,205
20240928103439,205
20240928103440,205
20240928103441,205
20240928103442,205
20240928103443,205
20240928103444,205
20240928103445,205
20240928103446,205
20240928103447,205
20240928103448,205
20240928103449,205
20240928103450,205
20240928103451,205
20240928103452,205
20240928103453,132
20240928103454,205
20240928103455,131
20240928103456,205
20240928103457,205
20240928103458,205
20240928103459,205
20240928103500,205
20240928103501,205
20240928103502,205
20240928103503,205
20240928103504,205
20240928103505,205
20240928103506,132
20240928103507,205
20240928103508,205
20240928103509,205
20240928103510,205
20240928103511,205
20240928103512,205
20240928103513,205
20240928103514,205
20240928103515,205
20240928103516,205
20240928103517,205
20240928103518,205
20240928103519,205
20240928103520,205
20240928103521,205
20240928103522,205
20240928103523,205
20240928103524,205
20240928103525,205
20240928103526,205
20240928103527,205
20240928103528,205
20240928103529,74
20240928103530,205
20240928103531,205
20240928103532,205
20240928103533,205
20240928103534,205
20240928103535,205
20240928103536,205
20240928103537,205
20240928103538,205
20240928103539,205
20240928103540,205
20240928103541,205
20240928103542,205
20240928103543,205
20240928103544,205
20240928103545,205
20240928103546,205
20240928103547,204
20240928103548,205
20240928103549,205
20240928103550,205
20240928103551,205
20240928103552,205
20240928103553,205
20240928103554,205
20240928103555,205
20240928103556,205
20240928103557,205
20240928103558,205
20240928103559,205
20240928103600,205
20240928103601,205
20240928103602,205
20240928103603,205
20240928103604,205
20240928103605,204
20240928103606,205
20240928103607,205
20240928103608,205
20240928103609,205
20240928103610,205
20240928103611,205
20240928103612,205
20240928103613,205
20240928103614,205
20240928103615,205
20240928103616,204
20240928103617,205
20240928103618,205
20240928103619,205
20240928103620,205
20240928103621,205
20240928103622,205
20240928103623,205
20240928103624,205
20240928103625,205
20240928103626,205
20240928103627,136
20240928103628,134
20240928103629,205
20240928103630,205
20240928103631,133
20240928103632,205
20240928103633,205
20240928103634,205
20240928103635,204
20240928103636,205
20240928103637,205
20240928103638,205
20240928103639,205
20240928103640,205
20240928103641,205
20240928103642,205
20240928103643,205
20240928103644,205
20240928103645,205
20240928103646,205
20240928103647,205
20240928103648,205
20240928103649,205
20240928103650,205
20240928103651,205
20240928103652,205
20240928103653,205
20240928103654,205
20240928103655,205
20240928103656,205
20240928103657,134
20240928103658,205
20240928103659,205
20240928103700,204
20240928103701,205
20240928103702,205
20240928103703,135
20240928103704,204
20240928103705,205
20240928103706,205
20240928103707,205
20240928103708,205
20240928103709,205
20240928103710,204
20240928103711,205
20240928103712,205
20240928103713,131
20240928103714,205
20240928103715,205
20240928103716,205
20240928103717,205
20240928103718,204
20240928103719,205
20240928103720,205
20240928103721,205
20240928103722,126
20240928103723,129
20240928103724,205
20240928103725,205
20240928103726,205
20240928103727,205
20240928103728,205
20240928103729,204
20240928103730,205
20240928103731,205
20240928103732,205
20240928103733,205
20240928103734,205
20240928103735,205
20240928103736,131
20240928103737,205
20240928103738,205
20240928103739,205
20240928103740,205
20240928103741,205
20240928103742,205
20240928103743,205
20240928103744,205
20240928103745,205
20240928103746,205
20240928103747,205
20240928103748,205
20240928103749,205
20240928103750,205
20240928103751,130
20240928103752,130
20240928103753,131
20240928103754,130
20240928103755,132
20240928103756,131
20240928103757,131
20240928103758,205
20240928103759,205
20240928103800,205
20240928103801,205
20240928103802,205
20240928103803,205
20240928103804,205
20240928103805,205
20240928103806,205
20240928103807,205
20240928103808,205
20240928103809,205
20240928103810,130
20240928103811,205
20240928103812,49
20240928103813,129
20240928103814,56
20240928103815,130
20240928103816,204
20240928103817,205
20240928103818,205
20240928103819,205
20240928103820,205
20240928103821,204
20240928103822,205
20240928103823,205
20240928103824,205
20240928103825,244
20240928103826,259
20240928103827,266
20240928103828,262
20240928103829,273
20240928103830,234
20240928103831,205
20240928103832,205
20240928103833,216
20240928103834,205
20240928103835,244
20240928103836,259
20240928103837,155
20240928103838,155
20240928103839,273
20240928103840,205
20240928103841,205
20240928103842,205
20240928103843,206
20240928103844,205
20240928103845,244
20240928103846,259
20240928103847,266
20240928103848,205
20240928103849,155
20240928103850,205
20240928103851,155
20240928103852,155
20240928103853,156
20240928103854,205
20240928103855,244
20240928103856,259
20240928103857,156
20240928103858,262
20240928103859,156
20240928103900,156
20240928103901,156
20240928103902,155
20240928103903,155
20240928103904,156
20240928103905,154
20240928103906,154
20240928103907,155
20240928103908,154
20240928103909,155
20240928103910,155
20240928103911,155
20240928103912,155
20240928103913,155
20240928103914,205
20240928103915,244
20240928103916,259
20240928103917,205
20240928103918,262
20240928103919,155
20240928103920,154
20240928103921,155
20240928103922,212
20240928103923,155
20240928103924,205
20240928103925,244
20240928103926,259
20240928103927,266
20240928103928,262
20240928103929,273
20240928103930,234
20240928103931,219
20240928103932,212
20240928103933,216
20240928103934,205
20240928103935,244
20240928103936,259
20240928103937,266
20240928103938,262
20240928103939,273
20240928103940,234
20240928103941,156
20240928103942,212
20240928103943,216
20240928103944,205
20240928103945,244
20240928103946,155
20240928103947,266
20240928103948,262
20240928103949,273
20240928103950,234
20240928103951,219
20240928103952,212
20240928103953,216
20240928103954,205
20240928103955,244
20240928103956,259
20240928103957,266
20240928103958,262
20240928103959,273
20240928104000,234
20240928104001,219
20240928104002,212
20240928104003,216
20240928104004,205
20240928104005,244
20240928104006,259
20240928104007,266
20240928104008,262
20240928104009,273
20240928104010,234
20240928104011,219
20240928104012,212
20240928104013,216
20240928104014,205
20240928104015,244
20240928104016,259
20240928104017,266
20240928104018,262
20240928104019,273
20240928104020,234
20240928104021,219
20240928104022,212
20240928104023,216
20240928104024,205
20240928104025,244
20240928104026,259
20240928104027,266
20240928104028,262
20240928104029,273
20240928104030,234
20240928104031,219
20240928104032,212
20240928104033,216
20240928104034,205
20240928104035,244
20240928104036,259
20240928104037,266
20240928104038,262
20240928104039,273
20240928104040,234
20240928104041,219
20240928104042,212
20240928104043,216
20240928104044,205
20240928104045,244
20240928104046,155
20240928104047,139
20240928104048,262
20240928104049,273
20240928104050,234
20240928104051,155
20240928104052,155
20240928104053,155
20240928104054,155
20240928104055,155
20240928104056,155
20240928104057,156
20240928104058,154
20240928104059,155
20240928104100,155
20240928104101,219
20240928104102,157
20240928104103,155
20240928104104,155
20240928104105,155
20240928104106,259
20240928104107,19
20240928104108,262
20240928104109,155
20240928104110,234
20240928104111,155
20240928104112,155
20240928104113,155
20240928104114,205
20240928104115,244
20240928104116,259
20240928104117,266
20240928104118,262
20240928104119,273
20240928104120,234
20240928104121,219
20240928104122,212
20240928104123,154
20240928104124,155
20240928104125,135
20240928104126,259
20240928104127,266
20240928104128,192
20240928104129,192
20240928104130,234
20240928104131,219
20240928104132,212
20240928104133,216
20240928104134,205
20240928104135,244
20240928104136,154
20240928104137,155
20240928104138,205
20240928104139,273
20240928104140,205
20240928104141,155
20240928104142,155
20240928104143,155
20240928104144,155
20240928104145,192
20240928104146,155
20240928104147,156
20240928104148,262
20240928104149,273
20240928104150,234
20240928104151,219
20240928104152,212
20240928104153,216
20240928104154,205
20240928104155,244
20240928104156,259
20240928104157,266
20240928104158,262
20240928104159,273
20240928104200,234
20240928104201,219
20240928104202,212
20240928104203,216
20240928104204,205
20240928104205,244
20240928104206,259
20240928104207,266
20240928104208,262
20240928104209,273
20240928104210,234
20240928104211,219
20240928104212,212
20240928104213,206
20240928104214,205
20240928104215,244
20240928104216,156
20240928104217,155
20240928104218,155
20240928104219,156
20240928104220,155
20240928104221,155
20240928104222,155
20240928104223,155
20240928104224,155
20240928104225,155
20240928104226,155
20240928104227,155
20240928104228,155
20240928104229,155
20240928104230,155
20240928104231,155
20240928104232,212
20240928104233,216
20240928104234,205
20240928104235,205
20240928104236,155
20240928104237,266
20240928104238,155
20240928104239,205
20240928104240,154
20240928104241,219
20240928104242,212
20240928104243,216
20240928104244,205
20240928104245,155
20240928104246,155
20240928104247,266
20240928104248,262
20240928104249,273
20240928104250,234
20240928104251,219
